,state,year,quarter,district,count,amount,registeredUsers,appOpens,date,hdi,population
3455,Madhya Pradesh,2020,2,guna district,900412,2035955767.9419765,192017,4184669,2020-01-01,0.603,85002417
3456,Madhya Pradesh,2020,2,east nimar district,941821,1549743255.6353426,145921,3756177,2020-01-01,0.603,85002417
3457,Madhya Pradesh,2020,2,chhindwara district,1950309,3543387312.8824368,302791,7241928,2020-01-01,0.603,85002417
3458,Madhya Pradesh,2020,2,umaria district,340098,646825289.7004355,57495,1408949,2020-01-01,0.603,85002417
3459,Madhya Pradesh,2020,2,mandla district,480536,850370429.2975839,90576,1972364,2020-01-01,0.603,85002417
3460,Madhya Pradesh,2020,2,indore district,13320426,28685653051.73161,1410157,24675945,2020-01-01,0.603,85002417
3461,Madhya Pradesh,2020,2,shahdol district,791555,1542516881.0136995,125221,3026667,2020-01-01,0.603,85002417
3462,Madhya Pradesh,2020,2,ratlam district,1214400,2377066090.0951204,233307,5260077,2020-01-01,0.603,85002417
3463,Madhya Pradesh,2020,2,panna district,411969,812220357.4162296,73675,1835695,2020-01-01,0.603,85002417
3464,Madhya Pradesh,2020,2,chhatarpur district,788845,1487940663.8813524,186944,3616546,2020-01-01,0.603,85002417
3465,Madhya Pradesh,2020,1,morena district,677107,1487773913.3226943,187857,3837024,2020-01-01,0.603,85002417
3466,Madhya Pradesh,2020,1,alirajpur district,80878,139222795.20558116,24827,436047,2020-01-01,0.603,85002417
3467,Madhya Pradesh,2020,1,sehore district,1747508,2672516076.599974,228553,8068977,2020-01-01,0.603,85002417
3468,Madhya Pradesh,2020,1,rajgarh district,1003150,1931180320.955352,174122,5166263,2020-01-01,0.603,85002417
3469,Madhya Pradesh,2020,1,khargone district,881158,1574505862.423655,180658,4246643,2020-01-01,0.603,85002417
3470,Madhya Pradesh,2020,1,satna district,1054696,1784631427.1661167,253988,5239450,2020-01-01,0.603,85002417
3471,Madhya Pradesh,2020,1,narsinghpur district,688918,1184472226.2186055,148190,3256953,2020-01-01,0.603,85002417
3472,Madhya Pradesh,2020,1,jabalpur district,3486010,5963024021.3977585,462069,9450502,2020-01-01,0.603,85002417
3473,Madhya Pradesh,2020,1,hoshangabad district,828769,1373162855.0037787,190416,4178981,2020-01-01,0.603,85002417
3474,Madhya Pradesh,2020,1,vidisha district,924103,1432345729.8413827,184757,4522867,2020-01-01,0.603,85002417
3475,Madhya Pradesh,2020,1,balaghat district,906061,1537219792.9224663,179810,4368141,2020-01-01,0.603,85002417
3476,Madhya Pradesh,2020,1,singrauli district,1021478,1813855141.3835425,156321,4752706,2020-01-01,0.603,85002417
3477,Madhya Pradesh,2020,1,betul district,945162,1505930532.973516,193348,4664926,2020-01-01,0.603,85002417
3478,Madhya Pradesh,2020,1,sidhi district,446051,920320721.1366475,90719,2159571,2020-01-01,0.603,85002417
3479,Madhya Pradesh,2020,1,datia district,268264,526142245.71179307,71709,1402036,2020-01-01,0.603,85002417
3480,Madhya Pradesh,2020,1,dewas district,1550696,2464387871.393967,245317,6992853,2020-01-01,0.603,85002417
3481,Madhya Pradesh,2020,1,sheopur district,184458,352706798.3802645,46567,1000018,2020-01-01,0.603,85002417
3482,Madhya Pradesh,2020,1,neemuch district,531047,886080840.6231391,118143,2645531,2020-01-01,0.603,85002417
3483,Madhya Pradesh,2020,1,raisen district,1032990,1549085424.333671,184402,4931736,2020-01-01,0.603,85002417
3484,Madhya Pradesh,2020,1,mandsaur district,807793,1375833119.4837801,183327,4066701,2020-01-01,0.603,85002417
3485,Madhya Pradesh,2020,1,barwani district,325006,604870938.0003757,82596,1660658,2020-01-01,0.603,85002417
3486,Madhya Pradesh,2020,1,katni district,556365,943799882.3973982,131655,2671976,2020-01-01,0.603,85002417
3487,Madhya Pradesh,2020,1,dindori district,214866,396788718.2048433,39433,980434,2020-01-01,0.603,85002417
3488,Madhya Pradesh,2020,1,shivpuri district,550319,1103063094.0643337,134692,2740289,2020-01-01,0.603,85002417
3489,Madhya Pradesh,2020,1,gwalior district,2793829,4742983278.610157,506221,11772607,2020-01-01,0.603,85002417
3490,Madhya Pradesh,2020,1,anuppur district,418000,724569321.1941388,76969,1939706,2020-01-01,0.603,85002417
3491,Madhya Pradesh,2020,1,agar malwa district,311735,625620488.0107846,56419,1516404,2020-01-01,0.603,85002417
3492,Madhya Pradesh,2020,1,ashoknagar district,277647,528607935.5618244,69791,1489358,2020-01-01,0.603,85002417
3493,Madhya Pradesh,2020,1,sagar district,1331074,2082416999.9919271,299753,6458291,2020-01-01,0.603,85002417
3494,Madhya Pradesh,2020,1,niwari district,121988,217310730.4519447,31223,642589,2020-01-01,0.603,85002417
3495,Madhya Pradesh,2020,1,rewa district,1358528,2622020903.5922184,285832,6038116,2020-01-01,0.603,85002417
3496,Madhya Pradesh,2020,1,shajapur district,669470,1213374763.6922693,124615,3445139,2020-01-01,0.603,85002417
3497,Madhya Pradesh,2020,1,ujjain district,1956388,2984071094.5180407,349476,8577572,2020-01-01,0.603,85002417
3498,Madhya Pradesh,2020,1,bhind district,576145,1134766386.7772534,159089,3111987,2020-01-01,0.603,85002417
3499,Madhya Pradesh,2020,1,tikamgarh district,303500,526334043.8341253,75937,1623458,2020-01-01,0.603,85002417
3500,Madhya Pradesh,2020,1,seoni district,673872,1242759290.232771,133334,3134906,2020-01-01,0.603,85002417
3501,Madhya Pradesh,2020,1,harda district,286337,488993407.85521567,67392,1421699,2020-01-01,0.603,85002417
3502,Madhya Pradesh,2020,1,burhanpur district,290428,470435916.82675624,70827,1358449,2020-01-01,0.603,85002417
3503,Madhya Pradesh,2020,1,damoh district,356009,643762443.1742475,98583,1892344,2020-01-01,0.603,85002417
3504,Madhya Pradesh,2020,1,bhopal district,18872294,26955303213.752167,1003288,38048310,2020-01-01,0.603,85002417
3505,Madhya Pradesh,2020,1,jhabua district,185141,335602062.4116914,52803,1026941,2020-01-01,0.603,85002417
3506,Madhya Pradesh,2020,1,dhar district,1500274,2336164021.151242,270891,6924843,2020-01-01,0.603,85002417
3507,Madhya Pradesh,2020,1,guna district,712143,1318350475.4830964,169946,3705575,2020-01-01,0.603,85002417
3508,Madhya Pradesh,2020,1,east nimar district,631279,985252866.00711,125273,2916328,2020-01-01,0.603,85002417
3509,Madhya Pradesh,2020,1,chhindwara district,1550995,2660677487.577834,268008,6375827,2020-01-01,0.603,85002417
3510,Madhya Pradesh,2020,1,umaria district,253659,456166379.53994095,51076,1230506,2020-01-01,0.603,85002417
3511,Madhya Pradesh,2020,1,mandla district,346631,557993549.7228283,77954,1599740,2020-01-01,0.603,85002417
3512,Madhya Pradesh,2020,1,indore district,20249473,30491290764.19948,1287857,40721955,2020-01-01,0.603,85002417
3513,Madhya Pradesh,2020,1,shahdol district,761513,1534787163.9351387,112022,2748773,2020-01-01,0.603,85002417
3514,Madhya Pradesh,2020,1,ratlam district,1004214,1772832178.3580215,204718,4810168,2020-01-01,0.603,85002417
3515,Madhya Pradesh,2020,1,panna district,272659,502772844.44764346,64176,1403113,2020-01-01,0.603,85002417
3516,Madhya Pradesh,2020,1,chhatarpur district,588668,1059141076.1447953,164422,3076493,2020-01-01,0.603,85002417
3517,Madhya Pradesh,2020,4,morena district,1558956,3953477371.0844607,267467,6386001,2020-01-01,0.603,85002417
3518,Madhya Pradesh,2020,4,alirajpur district,218291,424965978.9104811,41088,847945,2020-01-01,0.603,85002417
3519,Madhya Pradesh,2020,4,sehore district,3633263,6071266571.198605,300164,11926496,2020-01-01,0.603,85002417
3520,Madhya Pradesh,2020,4,rajgarh district,2246137,4772213369.075053,248183,8283878,2020-01-01,0.603,85002417
3521,Madhya Pradesh,2020,4,khargone district,2316421,4494479655.685021,259561,7925970,2020-01-01,0.603,85002417
3522,Madhya Pradesh,2020,4,satna district,2441893,4730850081.038763,340632,8895084,2020-01-01,0.603,85002417
3523,Madhya Pradesh,2020,4,narsinghpur district,1564453,3012480790.481521,198797,5497813,2020-01-01,0.603,85002417
3524,Madhya Pradesh,2020,4,jabalpur district,5245511,9769636688.245636,604034,14264772,2020-01-01,0.603,85002417
3525,Madhya Pradesh,2020,4,hoshangabad district,2019683,3611030904.960101,257815,7025247,2020-01-01,0.603,85002417
3526,Madhya Pradesh,2020,4,vidisha district,2048942,3935091664.6853313,254046,6972300,2020-01-01,0.603,85002417
3527,Madhya Pradesh,2020,4,balaghat district,2264084,4327237253.639404,257330,7971567,2020-01-01,0.603,85002417
3528,Madhya Pradesh,2020,4,singrauli district,2307583,4532106287.064731,205335,7900407,2020-01-01,0.603,85002417
3529,Madhya Pradesh,2020,4,betul district,2338983,4155886908.7823052,264821,8089210,2020-01-01,0.603,85002417
3530,Madhya Pradesh,2020,4,sidhi district,1056459,2364979330.568928,127036,3863820,2020-01-01,0.603,85002417
3531,Madhya Pradesh,2020,4,datia district,610567,1444388557.2025342,98245,2291208,2020-01-01,0.603,85002417
3532,Madhya Pradesh,2020,4,dewas district,3659099,6453013619.067839,331443,11586451,2020-01-01,0.603,85002417
3533,Madhya Pradesh,2020,4,sheopur district,426813,952730306.344766,67867,1682681,2020-01-01,0.603,85002417
3534,Madhya Pradesh,2020,4,neemuch district,1138127,2294476553.4443235,164544,4142475,2020-01-01,0.603,85002417
3535,Madhya Pradesh,2020,4,raisen district,2354383,3795545559.4399776,252088,8029455,2020-01-01,0.603,85002417
3536,Madhya Pradesh,2020,4,mandsaur district,1702849,3599293908.404353,257488,6397496,2020-01-01,0.603,85002417
3537,Madhya Pradesh,2020,4,barwani district,942429,1900039062.7421885,125456,3455685,2020-01-01,0.603,85002417
3538,Madhya Pradesh,2020,4,katni district,1313363,2477741226.3747687,181408,4600435,2020-01-01,0.603,85002417
3539,Madhya Pradesh,2020,4,dindori district,507945,1044878188.248591,59962,1753585,2020-01-01,0.603,85002417
3540,Madhya Pradesh,2020,4,shivpuri district,1338636,3314285091.4967794,200121,5169044,2020-01-01,0.603,85002417
3541,Madhya Pradesh,2020,4,gwalior district,6115831,12129267094.949297,652985,17627043,2020-01-01,0.603,85002417
3542,Madhya Pradesh,2020,4,anuppur district,968828,1811583633.9311845,104310,3325790,2020-01-01,0.603,85002417
3543,Madhya Pradesh,2020,4,agar malwa district,687422,1634982482.057491,83325,2435806,2020-01-01,0.603,85002417
3544,Madhya Pradesh,2020,4,ashoknagar district,668278,1488084429.997281,100497,2536318,2020-01-01,0.603,85002417
3545,Madhya Pradesh,2020,4,sagar district,2882971,5341735254.358236,402006,10203743,2020-01-01,0.603,85002417
3546,Madhya Pradesh,2020,4,niwari district,263987,587169247.896822,44148,1058416,2020-01-01,0.603,85002417
3547,Madhya Pradesh,2020,4,rewa district,3045335,6440539078.097477,374099,10724980,2020-01-01,0.603,85002417
3548,Madhya Pradesh,2020,4,shajapur district,1557727,3122785610.328477,173999,5651313,2020-01-01,0.603,85002417
3549,Madhya Pradesh,2020,4,ujjain district,4280284,7849328204.967745,475637,13546406,2020-01-01,0.603,85002417
3550,Madhya Pradesh,2020,4,bhind district,1375781,3148511019.9693475,223913,5313250,2020-01-01,0.603,85002417
3551,Madhya Pradesh,2020,4,tikamgarh district,689996,1420798584.005221,110958,2768553,2020-01-01,0.603,85002417
3552,Madhya Pradesh,2020,4,seoni district,1518741,3105941827.2872486,187112,5428128,2020-01-01,0.603,85002417
3553,Madhya Pradesh,2020,4,harda district,745011,1358337158.1672018,92862,2573686,2020-01-01,0.603,85002417
3554,Madhya Pradesh,2020,4,burhanpur district,835693,1468116825.198771,105578,2787448,2020-01-01,0.603,85002417
3555,Madhya Pradesh,2020,4,damoh district,795381,1648755982.6143954,139246,3194459,2020-01-01,0.603,85002417
3556,Madhya Pradesh,2020,4,bhopal district,38492334,67905952477.88091,1249343,46817428,2020-01-01,0.603,85002417
3557,Madhya Pradesh,2020,4,jhabua district,526191,1047606013.2590923,88307,2119717,2020-01-01,0.603,85002417
3558,Madhya Pradesh,2020,4,dhar district,3833814,6450900581.257767,382523,12266979,2020-01-01,0.603,85002417
3559,Madhya Pradesh,2020,4,guna district,1650908,3557970760.124153,235371,6298119,2020-01-01,0.603,85002417
3560,Madhya Pradesh,2020,4,east nimar district,1569591,2763633316.014061,181040,5304286,2020-01-01,0.603,85002417
3561,Madhya Pradesh,2020,4,chhindwara district,3170211,5890642613.695305,370027,11110963,2020-01-01,0.603,85002417
3562,Madhya Pradesh,2020,4,umaria district,610841,1162284635.422002,71049,2183916,2020-01-01,0.603,85002417
3563,Madhya Pradesh,2020,4,mandla district,834886,1577936333.7968326,113986,2902555,2020-01-01,0.603,85002417
3564,Madhya Pradesh,2020,4,indore district,25715586,42359214660.836296,1645564,52259995,2020-01-01,0.603,85002417
3565,Madhya Pradesh,2020,4,shahdol district,1463780,2800510419.8428364,153490,4992250,2020-01-01,0.603,85002417
3566,Madhya Pradesh,2020,4,ratlam district,2168894,4568608001.31349,286103,7739584,2020-01-01,0.603,85002417
3567,Madhya Pradesh,2020,4,panna district,643236,1391244910.903994,91870,2441428,2020-01-01,0.603,85002417
3568,Madhya Pradesh,2020,4,chhatarpur district,1286133,2810603686.0107274,233668,4999862,2020-01-01,0.603,85002417
3569,Madhya Pradesh,2022,1,morena district,4279893,9415969484.468203,388876,21768637,2022-01-01,0.603,85002417
3570,Madhya Pradesh,2022,1,alirajpur district,623826,1361990355.468534,61920,11727737,2022-01-01,0.603,85002417
3571,Madhya Pradesh,2022,1,sehore district,7782311,12240349684.93433,430004,49205647,2022-01-01,0.603,85002417
3572,Madhya Pradesh,2022,1,rajgarh district,6852793,11950279299.224901,367926,62421064,2022-01-01,0.603,85002417
3573,Madhya Pradesh,2022,1,khargone district,5882191,11164906516.662949,376319,48347724,2022-01-01,0.603,85002417
3574,Madhya Pradesh,2022,1,satna district,5959975,11201065191.232088,488378,33592833,2022-01-01,0.603,85002417
3575,Madhya Pradesh,2022,1,narsinghpur district,3450508,6660032550.532135,282944,25561900,2022-01-01,0.603,85002417
3576,Madhya Pradesh,2022,1,jabalpur district,14198131,23727705882.803474,844191,24394123,2022-01-01,0.603,85002417
3577,Madhya Pradesh,2022,1,hoshangabad district,4978689,8166487653.562494,366938,29354309,2022-01-01,0.603,85002417
3578,Madhya Pradesh,2022,1,vidisha district,5048959,8192898968.5959835,367348,46490241,2022-01-01,0.603,85002417
3579,Madhya Pradesh,2022,1,balaghat district,5418739,10220279128.068228,370280,39414533,2022-01-01,0.603,85002417
3580,Madhya Pradesh,2022,1,singrauli district,5324750,9581158761.949295,295276,40994249,2022-01-01,0.603,85002417
3581,Madhya Pradesh,2022,1,betul district,5242599,8585764570.494625,377802,49890477,2022-01-01,0.603,85002417
3582,Madhya Pradesh,2022,1,sidhi district,2630276,5497384684.101099,185333,24215691,2022-01-01,0.603,85002417
3583,Madhya Pradesh,2022,1,datia district,1623377,3314862682.4707184,142528,13244758,2022-01-01,0.603,85002417
3584,Madhya Pradesh,2022,1,dewas district,8873232,14573666819.387133,474588,48508371,2022-01-01,0.603,85002417
3585,Madhya Pradesh,2022,1,sheopur district,1111291,2392801590.284674,100534,15536400,2022-01-01,0.603,85002417
3586,Madhya Pradesh,2022,1,neemuch district,3135245,6045853448.036171,239780,21877459,2022-01-01,0.603,85002417
3587,Madhya Pradesh,2022,1,raisen district,5782830,8576398167.66678,362669,49467462,2022-01-01,0.603,85002417
3588,Madhya Pradesh,2022,1,mandsaur district,5084917,9758545857.562168,377419,36819711,2022-01-01,0.603,85002417
3589,Madhya Pradesh,2022,1,barwani district,2942467,5738889223.990641,183591,32086865,2022-01-01,0.603,85002417
3590,Madhya Pradesh,2022,1,katni district,3425402,6115245027.187626,260231,20065734,2022-01-01,0.603,85002417
3591,Madhya Pradesh,2022,1,dindori district,1108997,2178200710.7588882,89318,22224905,2022-01-01,0.603,85002417
3592,Madhya Pradesh,2022,1,shivpuri district,4407500,8135033650.721508,299591,47644691,2022-01-01,0.603,85002417
3593,Madhya Pradesh,2022,1,gwalior district,15549106,27692015434.858017,919789,21816530,2022-01-01,0.603,85002417
3594,Madhya Pradesh,2022,1,anuppur district,2263667,3701936758.689854,150308,19714961,2022-01-01,0.603,85002417
3595,Madhya Pradesh,2022,1,agar malwa district,2241646,4457490708.999512,125155,22711095,2022-01-01,0.603,85002417
3596,Madhya Pradesh,2022,1,ashoknagar district,2386761,3607089308.100084,148280,26154858,2022-01-01,0.603,85002417
3597,Madhya Pradesh,2022,1,sagar district,7000254,11999611899.066282,573791,48260052,2022-01-01,0.603,85002417
3598,Madhya Pradesh,2022,1,niwari district,698302,1312980782.8749974,64887,6027694,2022-01-01,0.603,85002417
3599,Madhya Pradesh,2022,1,rewa district,6925395,13988188476.3059,533627,33192405,2022-01-01,0.603,85002417
3600,Madhya Pradesh,2022,1,shajapur district,4089624,7133632284.901957,253170,28919127,2022-01-01,0.603,85002417
3601,Madhya Pradesh,2022,1,ujjain district,11174270,19317822240.98006,680599,45055866,2022-01-01,0.603,85002417
3602,Madhya Pradesh,2022,1,bhind district,3191338,6627624982.746059,325633,20919839,2022-01-01,0.603,85002417
3603,Madhya Pradesh,2022,1,tikamgarh district,2146517,3313722889.524501,164789,19731880,2022-01-01,0.603,85002417
3604,Madhya Pradesh,2022,1,seoni district,4010669,7776610030.837168,271212,49526971,2022-01-01,0.603,85002417
3605,Madhya Pradesh,2022,1,harda district,1854570,3394808512.728143,132707,15830168,2022-01-01,0.603,85002417
3606,Madhya Pradesh,2022,1,burhanpur district,2342461,3860094714.524486,152924,15045980,2022-01-01,0.603,85002417
3607,Madhya Pradesh,2022,1,damoh district,2115948,4151432646.449275,201320,24840452,2022-01-01,0.603,85002417
3608,Madhya Pradesh,2022,1,bhopal district,159892411,221096758835.27954,1729248,31263898,2022-01-01,0.603,85002417
3609,Madhya Pradesh,2022,1,jhabua district,1628225,3430325105.6724696,132178,21880765,2022-01-01,0.603,85002417
3610,Madhya Pradesh,2022,1,dhar district,10117283,16593117838.03894,554545,57969630,2022-01-01,0.603,85002417
3611,Madhya Pradesh,2022,1,guna district,5024607,8067958826.922112,343862,38333265,2022-01-01,0.603,85002417
3612,Madhya Pradesh,2022,1,east nimar district,4170972,6851582451.891875,264991,37995487,2022-01-01,0.603,85002417
3613,Madhya Pradesh,2022,1,chhindwara district,7709009,12667985167.901293,528140,65934049,2022-01-01,0.603,85002417
3614,Madhya Pradesh,2022,1,umaria district,1518582,2646527299.4278584,103376,18472993,2022-01-01,0.603,85002417
3615,Madhya Pradesh,2022,1,mandla district,1993473,3886984726.3384914,166586,27363618,2022-01-01,0.603,85002417
3616,Madhya Pradesh,2022,1,indore district,82698834,117708333766.98831,2291709,46090777,2022-01-01,0.603,85002417
3617,Madhya Pradesh,2022,1,shahdol district,3800096,6515900645.231527,220235,28376385,2022-01-01,0.603,85002417
3618,Madhya Pradesh,2022,1,ratlam district,5644515,10989756673.039474,413474,36019214,2022-01-01,0.603,85002417
3619,Madhya Pradesh,2022,1,panna district,1607145,3276953685.5023165,134571,23797099,2022-01-01,0.603,85002417
3620,Madhya Pradesh,2022,1,chhatarpur district,3738480,6802122995.65275,341257,32165896,2022-01-01,0.603,85002417
3621,Gujarat,2019,3,anand district,955946,948614191.2624347,226293,3576103,2019-01-01,0.672,70400153
3622,Gujarat,2019,3,jamnagar district,418571,678420908.0813576,154042,1899038,2019-01-01,0.672,70400153
3623,Gujarat,2019,3,devbhumi dwarka district,109620,187719710.83933586,49534,509421,2019-01-01,0.672,70400153
3624,Gujarat,2019,3,rajkot district,1022919,1587889777.799852,384852,3993364,2019-01-01,0.672,70400153
3625,Gujarat,2019,3,aravallis district,210189,262414303.98607105,73003,1020958,2019-01-01,0.672,70400153
3626,Gujarat,2019,3,chhotaudepur district,61668,92575348.45446932,27128,329896,2019-01-01,0.672,70400153
3627,Gujarat,2019,3,botad district,232943,190049304.40128577,72181,991985,2019-01-01,0.672,70400153
3628,Gujarat,2019,3,bharuch district,1040617,1624510953.9967766,315856,4792841,2019-01-01,0.672,70400153
3629,Gujarat,2019,3,bhavnagar district,724401,857318691.0133656,255608,3293381,2019-01-01,0.672,70400153
3630,Gujarat,2019,3,junagadh district,200701,276244464.0126623,104847,969001,2019-01-01,0.672,70400153
3631,Gujarat,2019,3,mahesana district,1012086,1334187013.0348892,286652,4457337,2019-01-01,0.672,70400153
3632,Gujarat,2019,3,the dangs district,26638,28637120.169418044,8306,116253,2019-01-01,0.672,70400153
3633,Gujarat,2019,3,kheda district,571200,600186021.9814049,162956,2432770,2019-01-01,0.672,70400153
3634,Gujarat,2019,3,surat district,4447301,7371726681.306206,1481391,21408636,2019-01-01,0.672,70400153
3635,Gujarat,2019,3,porbandar district,70391,131391520.3156455,36834,330737,2019-01-01,0.672,70400153
3636,Gujarat,2019,3,gandhinagar district,1850642,2359920414.1180134,372464,7433206,2019-01-01,0.672,70400153
3637,Gujarat,2019,3,panch mahals district,265741,372599835.77697986,102546,1338850,2019-01-01,0.672,70400153
3638,Gujarat,2019,3,narmada district,73335,108815184.7037895,25267,363436,2019-01-01,0.672,70400153
3639,Gujarat,2019,3,gir somnath district,169575,268990041.70831114,88366,860095,2019-01-01,0.672,70400153
3640,Gujarat,2019,3,valsad district,823075,1217502133.5696769,266134,3902867,2019-01-01,0.672,70400153
3641,Gujarat,2019,3,mahisagar district,92788,147734027.57601643,40679,466958,2019-01-01,0.672,70400153
3642,Gujarat,2019,3,sabar kantha district,422296,565151924.857582,138237,2021301,2019-01-01,0.672,70400153
3643,Gujarat,2019,3,tapi district,124784,453273908.54554343,51028,646547,2019-01-01,0.672,70400153
3644,Gujarat,2019,3,vadodara district,2407408,3950547763.5697803,637678,9548665,2019-01-01,0.672,70400153
3645,Gujarat,2019,3,banas kantha district,909575,1343558301.6357625,301373,4487309,2019-01-01,0.672,70400153
3646,Gujarat,2019,3,amreli district,244914,317090850.83197737,101453,1176949,2019-01-01,0.672,70400153
3647,Gujarat,2019,3,ahmadabad district,14605589,23081622347.556786,1848860,35854721,2019-01-01,0.672,70400153
3648,Gujarat,2019,3,dohad district,144438,238896149.70514202,59460,737968,2019-01-01,0.672,70400153
3649,Gujarat,2019,3,navsari district,3007618,5936350631.711407,118324,1417853,2019-01-01,0.672,70400153
3650,Gujarat,2019,3,patan district,596754,531383276.76570946,128573,2225161,2019-01-01,0.672,70400153
3651,Gujarat,2019,3,kachchh district,861897,1601375840.5830657,285519,4167209,2019-01-01,0.672,70400153
3652,Gujarat,2019,3,surendranagar district,287712,397315411.7410712,122518,1455000,2019-01-01,0.672,70400153
3653,Gujarat,2019,3,morbi district,235317,398680908.6562626,101337,1215668,2019-01-01,0.672,70400153
3654,Gujarat,2019,2,anand district,484273,709119537.7817588,200007,829604,2019-01-01,0.672,70400153
3655,Gujarat,2019,2,jamnagar district,316899,592164920.0962113,138108,548729,2019-01-01,0.672,70400153
3656,Gujarat,2019,2,devbhumi dwarka district,78499,155560968.6583895,44975,154760,2019-01-01,0.672,70400153
3657,Gujarat,2019,2,rajkot district,724751,1400871094.6495595,345178,1070493,2019-01-01,0.672,70400153
3658,Gujarat,2019,2,aravallis district,143867,227325626.31180274,64792,271675,2019-01-01,0.672,70400153
3659,Gujarat,2019,2,chhotaudepur district,46321,84888446.62520267,23917,92854,2019-01-01,0.672,70400153
3660,Gujarat,2019,2,botad district,149057,166584407.46578306,65918,257831,2019-01-01,0.672,70400153
3661,Gujarat,2019,2,bharuch district,747899,1317325972.015126,284296,1318343,2019-01-01,0.672,70400153
3662,Gujarat,2019,2,bhavnagar district,484097,717336260.2716311,230394,860365,2019-01-01,0.672,70400153
3663,Gujarat,2019,2,junagadh district,138117,240011002.85565147,94221,271227,2019-01-01,0.672,70400153
3664,Gujarat,2019,2,mahesana district,715052,1095164063.6523905,259949,1242721,2019-01-01,0.672,70400153
3665,Gujarat,2019,2,the dangs district,19973,23073707.04186769,7532,37591,2019-01-01,0.672,70400153
3666,Gujarat,2019,2,kheda district,320063,457968237.34213334,144091,600534,2019-01-01,0.672,70400153
3667,Gujarat,2019,2,surat district,3047988,6016899815.178611,1338584,5960403,2019-01-01,0.672,70400153
3668,Gujarat,2019,2,porbandar district,53378,115280306.6010556,33374,100742,2019-01-01,0.672,70400153
3669,Gujarat,2019,2,gandhinagar district,1205404,1791763499.6818066,333056,1907551,2019-01-01,0.672,70400153
3670,Gujarat,2019,2,panch mahals district,208444,316294392.79472125,92621,385797,2019-01-01,0.672,70400153
3671,Gujarat,2019,2,narmada district,52784,88669390.67203797,22503,101020,2019-01-01,0.672,70400153
3672,Gujarat,2019,2,gir somnath district,129149,241920660.5921904,79786,253664,2019-01-01,0.672,70400153
3673,Gujarat,2019,2,valsad district,623926,1022853264.5995276,238764,1111437,2019-01-01,0.672,70400153
3674,Gujarat,2019,2,mahisagar district,75377,141056088.12591818,36155,138423,2019-01-01,0.672,70400153
3675,Gujarat,2019,2,sabar kantha district,282442,470262635.302694,123754,534999,2019-01-01,0.672,70400153
3676,Gujarat,2019,2,tapi district,91641,143551067.8237598,45441,189646,2019-01-01,0.672,70400153
3677,Gujarat,2019,2,vadodara district,1717964,3251133813.8582134,572031,2539174,2019-01-01,0.672,70400153
3678,Gujarat,2019,2,banas kantha district,642084,1108185173.7200396,271379,1204053,2019-01-01,0.672,70400153
3679,Gujarat,2019,2,amreli district,174714,282379858.4829684,91819,339203,2019-01-01,0.672,70400153
3680,Gujarat,2019,2,ahmadabad district,11689965,19024891336.636116,1656341,9405838,2019-01-01,0.672,70400153
3681,Gujarat,2019,2,dohad district,100236,209828791.75933334,52197,204285,2019-01-01,0.672,70400153
3682,Gujarat,2019,2,navsari district,3136644,5394071895.487188,106244,417352,2019-01-01,0.672,70400153
3683,Gujarat,2019,2,patan district,306486,445014674.0740333,115299,552351,2019-01-01,0.672,70400153
3684,Gujarat,2019,2,kachchh district,688449,1389719506.4029193,261458,1230320,2019-01-01,0.672,70400153
3685,Gujarat,2019,2,surendranagar district,215183,342155248.99469405,110431,409241,2019-01-01,0.672,70400153
3686,Gujarat,2019,2,morbi district,170716,337289553.7122574,90030,348075,2019-01-01,0.672,70400153
3687,Gujarat,2019,1,anand district,653012,784555584.5080343,175515,0,2019-01-01,0.672,70400153
3688,Gujarat,2019,1,jamnagar district,359824,549291108.7887383,121494,0,2019-01-01,0.672,70400153
3689,Gujarat,2019,1,devbhumi dwarka district,91088,153486918.9480818,38898,0,2019-01-01,0.672,70400153
3690,Gujarat,2019,1,rajkot district,709607,1144098817.8193035,304415,0,2019-01-01,0.672,70400153
3691,Gujarat,2019,1,aravallis district,159845,204617220.15105847,56005,0,2019-01-01,0.672,70400153
3692,Gujarat,2019,1,chhotaudepur district,45581,69194916.05947445,20287,0,2019-01-01,0.672,70400153
3693,Gujarat,2019,1,botad district,199203,155914084.97123998,58126,0,2019-01-01,0.672,70400153
3694,Gujarat,2019,1,bharuch district,926374,1330716993.7382002,252826,0,2019-01-01,0.672,70400153
3695,Gujarat,2019,1,bhavnagar district,592732,696258524.4471675,203617,0,2019-01-01,0.672,70400153
3696,Gujarat,2019,1,junagadh district,150708,216800157.42993787,82263,0,2019-01-01,0.672,70400153
3697,Gujarat,2019,1,mahesana district,899763,1021313511.4526356,230403,0,2019-01-01,0.672,70400153
3698,Gujarat,2019,1,the dangs district,19568,18627644.29669226,6307,0,2019-01-01,0.672,70400153
3699,Gujarat,2019,1,kheda district,379687,445903742.8578031,124598,0,2019-01-01,0.672,70400153
3700,Gujarat,2019,1,surat district,3283182,5664609103.880555,1180819,0,2019-01-01,0.672,70400153
3701,Gujarat,2019,1,porbandar district,54684,101598902.70628664,28860,0,2019-01-01,0.672,70400153
3702,Gujarat,2019,1,gandhinagar district,1244457,1559852035.3782334,291858,0,2019-01-01,0.672,70400153
3703,Gujarat,2019,1,panch mahals district,257869,301203291.8803916,81863,0,2019-01-01,0.672,70400153
