,state,year,quarter,district,count,amount,registeredUsers,appOpens,date,hdi,population
5236,West Bengal,2018,4,uttar dinajpur district,546004,651422758.655106,121918,0,2018-01-01,0.641,100896618
5237,West Bengal,2018,4,kalimpong district,19414,44748372.880300194,8428,0,2018-01-01,0.641,100896618
5238,West Bengal,2018,4,murshidabad district,2771908,2073820544.6702852,417114,0,2018-01-01,0.641,100896618
5239,West Bengal,2018,4,paschim medinipur district,1645590,1540090393.616658,304068,0,2018-01-01,0.641,100896618
5240,West Bengal,2018,4,dakshin dinajpur district,530257,332855706.11435485,100721,0,2018-01-01,0.641,100896618
5241,West Bengal,2018,4,jalpaiguri district,272277,451182300.0862664,78152,0,2018-01-01,0.641,100896618
5242,West Bengal,2018,4,purulia district,928572,444001662.391876,164599,0,2018-01-01,0.641,100896618
5243,West Bengal,2018,4,north twenty four parganas district,4412163,5106478584.138981,946634,0,2018-01-01,0.641,100896618
5244,West Bengal,2018,4,bankura district,1674744,830580184.9676104,249721,0,2018-01-01,0.641,100896618
5245,West Bengal,2018,4,jhargram district,272439,160506988.99923056,45172,0,2018-01-01,0.641,100896618
5246,West Bengal,2018,4,howrah district,1348284,1510973704.7459848,339192,0,2018-01-01,0.641,100896618
5247,West Bengal,2018,4,hooghly district,2105799,1620745549.3092494,400360,0,2018-01-01,0.641,100896618
5248,West Bengal,2018,4,kolkata district,5401244,8502095208.881001,721653,0,2018-01-01,0.641,100896618
5249,West Bengal,2018,4,koch bihar district,450760,508267493.70604295,110801,0,2018-01-01,0.641,100896618
5250,West Bengal,2018,4,alipurduar district,191071,329023531.4947543,54157,0,2018-01-01,0.641,100896618
5251,West Bengal,2018,4,paschim bardhaman district,1184281,1308957691.3264554,302594,0,2018-01-01,0.641,100896618
5252,West Bengal,2018,4,nadia district,1602207,1483069809.77854,325690,0,2018-01-01,0.641,100896618
5253,West Bengal,2018,4,birbhum district,4639212,6605150572.181274,228310,0,2018-01-01,0.641,100896618
5254,West Bengal,2018,4,purba medinipur district,1603344,1962876573.009977,323889,0,2018-01-01,0.641,100896618
5255,West Bengal,2018,4,maldah district,1248022,1571813601.683281,225768,0,2018-01-01,0.641,100896618
5256,West Bengal,2018,4,darjiling district,308727,670559903.9052528,121183,0,2018-01-01,0.641,100896618
5257,West Bengal,2020,3,south twenty four parganas district,4527471,7893878132.233324,1023020,18223510,2020-01-01,0.641,100896618
5258,West Bengal,2020,3,purba bardhaman district,2593218,4202888726.788506,639938,10641239,2020-01-01,0.641,100896618
5259,West Bengal,2020,3,uttar dinajpur district,1217053,2732569111.909322,306778,5262403,2020-01-01,0.641,100896618
5260,West Bengal,2020,3,kalimpong district,98474,185138027.27682656,28769,404822,2020-01-01,0.641,100896618
5261,West Bengal,2020,3,murshidabad district,4140812,8701630173.801966,1005986,14032076,2020-01-01,0.641,100896618
5262,West Bengal,2020,3,paschim medinipur district,3217002,5676916986.305134,689466,13083495,2020-01-01,0.641,100896618
5263,West Bengal,2020,3,dakshin dinajpur district,648423,1139764956.1477838,226578,2694137,2020-01-01,0.641,100896618
5264,West Bengal,2020,3,jalpaiguri district,890247,1836203713.6631927,201715,3494600,2020-01-01,0.641,100896618
5265,West Bengal,2020,3,purulia district,1202467,1543143788.3919792,349322,5186788,2020-01-01,0.641,100896618
5266,West Bengal,2020,3,north twenty four parganas district,10658639,18116407316.286606,2143943,39918904,2020-01-01,0.641,100896618
5267,West Bengal,2020,3,bankura district,2050039,2776858504.833927,528677,8006307,2020-01-01,0.641,100896618
5268,West Bengal,2020,3,jhargram district,413235,625899202.229131,99907,1688252,2020-01-01,0.641,100896618
5269,West Bengal,2020,3,howrah district,5455673,11044292828.999893,804627,13539941,2020-01-01,0.641,100896618
5270,West Bengal,2020,3,hooghly district,4366382,7181724884.281664,906517,17245617,2020-01-01,0.641,100896618
5271,West Bengal,2020,3,kolkata district,20532488,47965864187.61055,1573291,25089057,2020-01-01,0.641,100896618
5272,West Bengal,2020,3,koch bihar district,1163380,2073281730.19992,287891,4731944,2020-01-01,0.641,100896618
5273,West Bengal,2020,3,alipurduar district,610691,1193802371.4513893,140255,2404447,2020-01-01,0.641,100896618
5274,West Bengal,2020,3,paschim bardhaman district,2824660,4923778139.11113,637247,10779487,2020-01-01,0.641,100896618
5275,West Bengal,2020,3,nadia district,3385474,6356294160.880415,768633,13198488,2020-01-01,0.641,100896618
5276,West Bengal,2020,3,birbhum district,1761673,2835347335.0581245,488395,7070042,2020-01-01,0.641,100896618
5277,West Bengal,2020,3,purba medinipur district,4082398,8104060674.844238,760873,15424927,2020-01-01,0.641,100896618
5278,West Bengal,2020,3,maldah district,2240712,5047875157.890753,525231,9812697,2020-01-01,0.641,100896618
5279,West Bengal,2020,3,darjiling district,1873893,4655735744.944985,311307,4621651,2020-01-01,0.641,100896618
5280,West Bengal,2020,2,south twenty four parganas district,3450717,5442972838.147335,919118,14552292,2020-01-01,0.641,100896618
5281,West Bengal,2020,2,purba bardhaman district,2110210,3026494725.9211845,589508,9061515,2020-01-01,0.641,100896618
5282,West Bengal,2020,2,uttar dinajpur district,994578,2057824019.5507925,276019,4454640,2020-01-01,0.641,100896618
5283,West Bengal,2020,2,kalimpong district,83294,132974145.06285556,24777,339893,2020-01-01,0.641,100896618
5284,West Bengal,2020,2,murshidabad district,2954461,5450083954.846977,922312,11958874,2020-01-01,0.641,100896618
5285,West Bengal,2020,2,paschim medinipur district,2623659,4138122881.21193,631931,11093732,2020-01-01,0.641,100896618
5286,West Bengal,2020,2,dakshin dinajpur district,528299,860152313.013932,206420,2259428,2020-01-01,0.641,100896618
5287,West Bengal,2020,2,jalpaiguri district,727162,1297087562.5100064,179668,2859021,2020-01-01,0.641,100896618
5288,West Bengal,2020,2,purulia district,980210,1161572707.5147178,323086,4506366,2020-01-01,0.641,100896618
5289,West Bengal,2020,2,north twenty four parganas district,7957303,11928129304.115803,1966125,30663226,2020-01-01,0.641,100896618
5290,West Bengal,2020,2,bankura district,1671299,2203586196.182378,493964,7119253,2020-01-01,0.641,100896618
5291,West Bengal,2020,2,jhargram district,337606,463794455.51302034,91619,1426586,2020-01-01,0.641,100896618
5292,West Bengal,2020,2,howrah district,2820336,4464236054.831258,732829,10749772,2020-01-01,0.641,100896618
5293,West Bengal,2020,2,hooghly district,3388361,4695101065.364116,833240,14088639,2020-01-01,0.641,100896618
5294,West Bengal,2020,2,kolkata district,12981198,28320831275.65246,1454772,17847613,2020-01-01,0.641,100896618
5295,West Bengal,2020,2,koch bihar district,964285,1541035716.6346931,254788,4045982,2020-01-01,0.641,100896618
5296,West Bengal,2020,2,alipurduar district,498095,860206300.0870737,124685,1958735,2020-01-01,0.641,100896618
5297,West Bengal,2020,2,paschim bardhaman district,2283471,3594187323.2869267,588643,8621392,2020-01-01,0.641,100896618
5298,West Bengal,2020,2,nadia district,2630360,4208804458.517461,701101,10567886,2020-01-01,0.641,100896618
5299,West Bengal,2020,2,birbhum district,1499893,2152855281.340164,454807,6254279,2020-01-01,0.641,100896618
5300,West Bengal,2020,2,purba medinipur district,2954606,5035068653.193295,696243,12407126,2020-01-01,0.641,100896618
5301,West Bengal,2020,2,maldah district,1781192,3852982363.832329,477587,8140001,2020-01-01,0.641,100896618
5302,West Bengal,2020,2,darjiling district,1456202,3211328281.023925,278780,3613081,2020-01-01,0.641,100896618
5303,West Bengal,2020,1,south twenty four parganas district,3069175,4200261969.458927,820857,13296644,2020-01-01,0.641,100896618
5304,West Bengal,2020,1,purba bardhaman district,2150646,2438981957.209982,535655,9064338,2020-01-01,0.641,100896618
5305,West Bengal,2020,1,uttar dinajpur district,792676,1466551396.8864355,244309,3676444,2020-01-01,0.641,100896618
5306,West Bengal,2020,1,kalimpong district,58372,110122361.18642363,20625,265454,2020-01-01,0.641,100896618
5307,West Bengal,2020,1,murshidabad district,3036374,4375324882.318403,830132,11493177,2020-01-01,0.641,100896618
5308,West Bengal,2020,1,paschim medinipur district,2731293,3365470258.0827594,572195,11239784,2020-01-01,0.641,100896618
5309,West Bengal,2020,1,dakshin dinajpur district,550767,696102264.2992665,185263,2194988,2020-01-01,0.641,100896618
5310,West Bengal,2020,1,jalpaiguri district,559462,1059113100.0352356,156901,2417059,2020-01-01,0.641,100896618
5311,West Bengal,2020,1,purulia district,1140216,871268565.8315418,295685,4935551,2020-01-01,0.641,100896618
5312,West Bengal,2020,1,north twenty four parganas district,9836478,12633823318.181566,1789973,35287689,2020-01-01,0.641,100896618
5313,West Bengal,2020,1,bankura district,2512191,1888506492.2303815,456100,8602495,2020-01-01,0.641,100896618
5314,West Bengal,2020,1,jhargram district,356885,326921359.9893925,83390,1492453,2020-01-01,0.641,100896618
5315,West Bengal,2020,1,howrah district,2488292,3616357560.4968233,654600,10773200,2020-01-01,0.641,100896618
5316,West Bengal,2020,1,hooghly district,3231486,3828835634.4589415,755631,13468675,2020-01-01,0.641,100896618
5317,West Bengal,2020,1,kolkata district,18756562,33530346186.63632,1336585,23772049,2020-01-01,0.641,100896618
5318,West Bengal,2020,1,koch bihar district,738889,1207985915.9539032,221552,3352224,2020-01-01,0.641,100896618
5319,West Bengal,2020,1,alipurduar district,375417,716232148.4627577,108508,1641996,2020-01-01,0.641,100896618
5320,West Bengal,2020,1,paschim bardhaman district,3018166,4107372380.2677298,538224,9466107,2020-01-01,0.641,100896618
5321,West Bengal,2020,1,nadia district,2617674,3333078525.0099444,633794,10706723,2020-01-01,0.641,100896618
5322,West Bengal,2020,1,birbhum district,2113805,2267725581.7950845,415614,6782790,2020-01-01,0.641,100896618
5323,West Bengal,2020,1,purba medinipur district,3016163,4413323999.166389,632173,12408061,2020-01-01,0.641,100896618
5324,West Bengal,2020,1,maldah district,1603861,3096983602.6941547,427905,7190583,2020-01-01,0.641,100896618
5325,West Bengal,2020,1,darjiling district,1495531,3102615730.2863255,245151,3539734,2020-01-01,0.641,100896618
5326,West Bengal,2020,4,south twenty four parganas district,5935781,11173760728.635761,1118649,20403177,2020-01-01,0.641,100896618
5327,West Bengal,2020,4,purba bardhaman district,3330787,5953995490.32074,688167,11910511,2020-01-01,0.641,100896618
5328,West Bengal,2020,4,uttar dinajpur district,1663790,4073984672.594006,336911,6111418,2020-01-01,0.641,100896618
5329,West Bengal,2020,4,kalimpong district,131313,287409549.78812253,32223,482220,2020-01-01,0.641,100896618
5330,West Bengal,2020,4,murshidabad district,5387550,12347537122.902393,1085899,16409710,2020-01-01,0.641,100896618
5331,West Bengal,2020,4,paschim medinipur district,4192666,7873236339.018047,747114,14811586,2020-01-01,0.641,100896618
5332,West Bengal,2020,4,dakshin dinajpur district,847582,1574342256.1228342,244088,3027085,2020-01-01,0.641,100896618
5333,West Bengal,2020,4,jalpaiguri district,1189545,2571478917.2012115,223198,4091384,2020-01-01,0.641,100896618
5334,West Bengal,2020,4,purulia district,1692742,2247442648.391761,379046,6293502,2020-01-01,0.641,100896618
5335,West Bengal,2020,4,north twenty four parganas district,15401013,26342979950.473465,2321888,48635786,2020-01-01,0.641,100896618
5336,West Bengal,2020,4,bankura district,2718632,3700507153.2902203,567358,9280342,2020-01-01,0.641,100896618
5337,West Bengal,2020,4,jhargram district,566153,879958012.474191,108168,1997333,2020-01-01,0.641,100896618
5338,West Bengal,2020,4,howrah district,6331177,12928867889.090427,875172,16024388,2020-01-01,0.641,100896618
5339,West Bengal,2020,4,hooghly district,5674060,9909266975.59495,977339,19163716,2020-01-01,0.641,100896618
5340,West Bengal,2020,4,kolkata district,21348317,48043058849.4187,1700474,33693299,2020-01-01,0.641,100896618
5341,West Bengal,2020,4,koch bihar district,1522007,3015645061.601661,319131,5381867,2020-01-01,0.641,100896618
5342,West Bengal,2020,4,alipurduar district,813188,1797203699.186511,155176,2820482,2020-01-01,0.641,100896618
5343,West Bengal,2020,4,paschim bardhaman district,3911566,6878396003.007269,688685,13025454,2020-01-01,0.641,100896618
5344,West Bengal,2020,4,nadia district,4552049,9153167135.604681,832891,15442853,2020-01-01,0.641,100896618
5345,West Bengal,2020,4,birbhum district,2387731,4144235381.477991,522435,8227523,2020-01-01,0.641,100896618
5346,West Bengal,2020,4,purba medinipur district,5289421,11253380562.116867,824961,17526163,2020-01-01,0.641,100896618
5347,West Bengal,2020,4,maldah district,3018906,7039838577.314709,568934,11028591,2020-01-01,0.641,100896618
5348,West Bengal,2020,4,darjiling district,2434669,5975798390.022108,344186,5933529,2020-01-01,0.641,100896618
5349,West Bengal,2022,1,south twenty four parganas district,11243229,26965356873.85303,1569037,15996447,2022-01-01,0.641,100896618
5350,West Bengal,2022,1,purba bardhaman district,6777604,15081107758.687084,962974,10617588,2022-01-01,0.641,100896618
5351,West Bengal,2022,1,uttar dinajpur district,4441594,11523296688.425028,488748,10698867,2022-01-01,0.641,100896618
5352,West Bengal,2022,1,kalimpong district,273057,682480114.6705194,46360,4063572,2022-01-01,0.641,100896618
5353,West Bengal,2022,1,murshidabad district,15588410,41140892341.13234,1524507,13223504,2022-01-01,0.641,100896618
5354,West Bengal,2022,1,paschim medinipur district,9156926,20055779613.652466,1048100,17208139,2022-01-01,0.641,100896618
5355,West Bengal,2022,1,dakshin dinajpur district,1823888,4255877779.082657,348440,4987259,2022-01-01,0.641,100896618
5356,West Bengal,2022,1,jalpaiguri district,2650569,6055463671.687082,321098,10959051,2022-01-01,0.641,100896618
5357,West Bengal,2022,1,purulia district,3655572,5836006366.520155,535484,16529605,2022-01-01,0.641,100896618
5358,West Bengal,2022,1,north twenty four parganas district,31930105,59661500584.75365,3224459,16514236,2022-01-01,0.641,100896618
5359,West Bengal,2022,1,bankura district,4874077,8812235253.790693,790092,16485113,2022-01-01,0.641,100896618
5360,West Bengal,2022,1,jhargram district,1121268,2198171070.038257,152675,6036561,2022-01-01,0.641,100896618
5361,West Bengal,2022,1,howrah district,23702322,44110902969.5602,1218931,4852911,2022-01-01,0.641,100896618
5362,West Bengal,2022,1,hooghly district,10497390,21694250432.038437,1356282,7217576,2022-01-01,0.641,100896618
5363,West Bengal,2022,1,kolkata district,76392752,155417783792.6444,2340343,8737523,2022-01-01,0.641,100896618
5364,West Bengal,2022,1,koch bihar district,3802460,8085185091.073849,459613,11039904,2022-01-01,0.641,100896618
5365,West Bengal,2022,1,alipurduar district,1888984,4323258066.140034,223296,8375579,2022-01-01,0.641,100896618
5366,West Bengal,2022,1,paschim bardhaman district,9783656,17440405834.011703,956754,6555780,2022-01-01,0.641,100896618
5367,West Bengal,2022,1,nadia district,9791890,22740547217.901745,1164783,8989674,2022-01-01,0.641,100896618
5368,West Bengal,2022,1,birbhum district,5000218,11385995733.932861,733911,9448003,2022-01-01,0.641,100896618
5369,West Bengal,2022,1,purba medinipur district,11506248,28979875250.478428,1155279,8760746,2022-01-01,0.641,100896618
5370,West Bengal,2022,1,maldah district,7832385,19619492748.51209,812775,11245507,2022-01-01,0.641,100896618
5371,West Bengal,2022,1,darjiling district,6770488,15360797956.977024,485846,7587920,2022-01-01,0.641,100896618
5372,Lakshadweep,2019,3,lakshadweep district,3104,9651761.463768471,2117,15038,2019-01-01,0.751,66001
5373,Lakshadweep,2019,2,lakshadweep district,2926,9242524.13698889,1747,4580,2019-01-01,0.751,66001
5374,Lakshadweep,2019,1,lakshadweep district,2481,8786130.479338996,1416,0,2019-01-01,0.751,66001
5375,Lakshadweep,2019,4,lakshadweep district,3765,11269913.40492385,2427,17760,2019-01-01,0.751,66001
5376,Lakshadweep,2021,3,lakshadweep district,13370,38803163.698768154,5287,49127,2021-01-01,0.751,66001
5377,Lakshadweep,2021,2,lakshadweep district,11384,27383463.65795153,4896,40301,2021-01-01,0.751,66001
5378,Lakshadweep,2021,1,lakshadweep district,9085,27042782.914081153,4577,47283,2021-01-01,0.751,66001
5379,Lakshadweep,2021,4,lakshadweep district,15470,50998185.528381005,5638,67320,2021-01-01,0.751,66001
5380,Lakshadweep,2018,3,lakshadweep district,1703,4339032.311985849,918,0,2018-01-01,0.751,66001
5381,Lakshadweep,2018,2,lakshadweep district,2132,6187809.539400538,686,0,2018-01-01,0.751,66001
5382,Lakshadweep,2018,1,lakshadweep district,778,1928611.1808777403,501,0,2018-01-01,0.751,66001
5383,Lakshadweep,2018,4,lakshadweep district,1642,4463213.698222831,1156,0,2018-01-01,0.751,66001
