,state,year,quarter,type,count,amount,date,hdi,population
2256,Ladakh,2018,1,Merchant payments,320,369327.62555241917,2018-01-01,0.688,274289
2257,Ladakh,2018,1,Financial Services,132,274283.17576680594,2018-01-01,0.688,274289
2258,Ladakh,2018,1,Others,335,194192.25581440225,2018-01-01,0.688,274289
2259,Ladakh,2018,4,Recharge & bill payments,16650,5701932.895454288,2018-01-01,0.688,274289
2260,Ladakh,2018,4,Peer-to-peer payments,15939,123611779.58930421,2018-01-01,0.688,274289
2261,Ladakh,2018,4,Merchant payments,1881,5082666.820758243,2018-01-01,0.688,274289
2262,Ladakh,2018,4,Financial Services,142,94604.73391846984,2018-01-01,0.688,274289
2263,Ladakh,2018,4,Others,599,1031858.4532022325,2018-01-01,0.688,274289
2264,Ladakh,2020,3,Peer-to-peer payments,108345,751333715.2896031,2020-01-01,0.688,274289
2265,Ladakh,2020,3,Recharge & bill payments,81623,40380074.55014179,2020-01-01,0.688,274289
2266,Ladakh,2020,3,Merchant payments,36861,40538778.75651745,2020-01-01,0.688,274289
2267,Ladakh,2020,3,Financial Services,621,2334917.7832646337,2020-01-01,0.688,274289
2268,Ladakh,2020,3,Others,772,900013.678666259,2020-01-01,0.688,274289
2269,Ladakh,2020,2,Recharge & bill payments,70601,32087339.266190995,2020-01-01,0.688,274289
2270,Ladakh,2020,2,Peer-to-peer payments,68450,470749365.09816045,2020-01-01,0.688,274289
2271,Ladakh,2020,2,Merchant payments,15132,19679330.186414924,2020-01-01,0.688,274289
2272,Ladakh,2020,2,Financial Services,337,786069.1630768818,2020-01-01,0.688,274289
2273,Ladakh,2020,2,Others,490,490894.93818109273,2020-01-01,0.688,274289
2274,Ladakh,2020,1,Peer-to-peer payments,51560,339551900.3873952,2020-01-01,0.688,274289
2275,Ladakh,2020,1,Recharge & bill payments,49801,23010664.72023286,2020-01-01,0.688,274289
2276,Ladakh,2020,1,Merchant payments,14264,13338124.271892821,2020-01-01,0.688,274289
2277,Ladakh,2020,1,Financial Services,204,583108.9455483773,2020-01-01,0.688,274289
2278,Ladakh,2020,1,Others,590,1155879.120674257,2020-01-01,0.688,274289
2279,Ladakh,2020,4,Peer-to-peer payments,151582,985814864.3429123,2020-01-01,0.688,274289
2280,Ladakh,2020,4,Recharge & bill payments,94133,44185250.8636451,2020-01-01,0.688,274289
2281,Ladakh,2020,4,Merchant payments,83868,77511378.30739444,2020-01-01,0.688,274289
2282,Ladakh,2020,4,Financial Services,729,1965054.5898611392,2020-01-01,0.688,274289
2283,Ladakh,2020,4,Others,1822,2486922.4041473325,2020-01-01,0.688,274289
2284,Ladakh,2022,1,Peer-to-peer payments,343041,1685241980.664183,2022-01-01,0.688,274289
2285,Ladakh,2022,1,Merchant payments,167100,279354508.988595,2022-01-01,0.688,274289
2286,Ladakh,2022,1,Recharge & bill payments,116486,56203999.28920926,2022-01-01,0.688,274289
2287,Ladakh,2022,1,Financial Services,1247,2023327.6779848374,2022-01-01,0.688,274289
2288,Ladakh,2022,1,Others,2141,2217102.222236882,2022-01-01,0.688,274289
2289,Nagaland,2019,3,Recharge & bill payments,145812,33293527.93210053,2019-01-01,0.679,2073074
2290,Nagaland,2019,3,Peer-to-peer payments,100736,601803135.4703114,2019-01-01,0.679,2073074
2291,Nagaland,2019,3,Merchant payments,13031,13381591.199777838,2019-01-01,0.679,2073074
2292,Nagaland,2019,3,Financial Services,210,229319.84921986386,2019-01-01,0.679,2073074
2293,Nagaland,2019,3,Others,2089,2248897.2620018576,2019-01-01,0.679,2073074
2294,Nagaland,2019,2,Recharge & bill payments,92492,21350211.07781426,2019-01-01,0.679,2073074
2295,Nagaland,2019,2,Peer-to-peer payments,81065,487705354.46570444,2019-01-01,0.679,2073074
2296,Nagaland,2019,2,Merchant payments,12949,8990954.079767609,2019-01-01,0.679,2073074
2297,Nagaland,2019,2,Financial Services,286,129758.00259777348,2019-01-01,0.679,2073074
2298,Nagaland,2019,2,Others,1961,1890404.5326202572,2019-01-01,0.679,2073074
2299,Nagaland,2019,1,Recharge & bill payments,87596,20020458.076388802,2019-01-01,0.679,2073074
2300,Nagaland,2019,1,Peer-to-peer payments,71642,411855878.2498224,2019-01-01,0.679,2073074
2301,Nagaland,2019,1,Merchant payments,7306,8187940.322092213,2019-01-01,0.679,2073074
2302,Nagaland,2019,1,Financial Services,430,101072.89773317604,2019-01-01,0.679,2073074
2303,Nagaland,2019,1,Others,1605,1776362.8662935253,2019-01-01,0.679,2073074
2304,Nagaland,2019,4,Recharge & bill payments,172761,39720745.597670965,2019-01-01,0.679,2073074
2305,Nagaland,2019,4,Peer-to-peer payments,128674,777298578.6127516,2019-01-01,0.679,2073074
2306,Nagaland,2019,4,Merchant payments,13578,15460907.228900284,2019-01-01,0.679,2073074
2307,Nagaland,2019,4,Financial Services,499,283291.7740842187,2019-01-01,0.679,2073074
2308,Nagaland,2019,4,Others,1658,1773615.1353679793,2019-01-01,0.679,2073074
2309,Nagaland,2021,3,Peer-to-peer payments,667633,3536780176.7792263,2021-01-01,0.679,2073074
2310,Nagaland,2021,3,Recharge & bill payments,474693,141172028.23897478,2021-01-01,0.679,2073074
2311,Nagaland,2021,3,Merchant payments,208387,304493279.8158357,2021-01-01,0.679,2073074
2312,Nagaland,2021,3,Financial Services,1437,1634878.888862805,2021-01-01,0.679,2073074
2313,Nagaland,2021,3,Others,4642,3336484.2825483214,2021-01-01,0.679,2073074
2314,Nagaland,2021,2,Peer-to-peer payments,526966,2847731457.571479,2021-01-01,0.679,2073074
2315,Nagaland,2021,2,Recharge & bill payments,453979,126962524.74536937,2021-01-01,0.679,2073074
2316,Nagaland,2021,2,Merchant payments,144413,176831583.13676447,2021-01-01,0.679,2073074
2317,Nagaland,2021,2,Financial Services,1624,1785915.6371230448,2021-01-01,0.679,2073074
2318,Nagaland,2021,2,Others,3809,2982482.691132756,2021-01-01,0.679,2073074
2319,Nagaland,2021,1,Peer-to-peer payments,477346,2841021698.4844904,2021-01-01,0.679,2073074
2320,Nagaland,2021,1,Recharge & bill payments,376473,110095189.5931618,2021-01-01,0.679,2073074
2321,Nagaland,2021,1,Merchant payments,116846,151202427.14605337,2021-01-01,0.679,2073074
2322,Nagaland,2021,1,Financial Services,1511,1929643.694251965,2021-01-01,0.679,2073074
2323,Nagaland,2021,1,Others,3721,3201525.695241506,2021-01-01,0.679,2073074
2324,Nagaland,2021,4,Peer-to-peer payments,819452,4335295237.9809065,2021-01-01,0.679,2073074
2325,Nagaland,2021,4,Recharge & bill payments,492411,154359432.07659015,2021-01-01,0.679,2073074
2326,Nagaland,2021,4,Merchant payments,311673,442578210.0882374,2021-01-01,0.679,2073074
2327,Nagaland,2021,4,Financial Services,1790,2263055.5218537706,2021-01-01,0.679,2073074
2328,Nagaland,2021,4,Others,6157,4587848.468888722,2021-01-01,0.679,2073074
2329,Nagaland,2018,3,Recharge & bill payments,54885,12664922.724117381,2018-01-01,0.679,2073074
2330,Nagaland,2018,3,Peer-to-peer payments,33930,223964723.15160483,2018-01-01,0.679,2073074
2331,Nagaland,2018,3,Merchant payments,3518,3631042.2777308393,2018-01-01,0.679,2073074
2332,Nagaland,2018,3,Financial Services,460,125171.61850935029,2018-01-01,0.679,2073074
2333,Nagaland,2018,3,Others,1578,1406883.1646908007,2018-01-01,0.679,2073074
2334,Nagaland,2018,2,Recharge & bill payments,41959,9139467.703980098,2018-01-01,0.679,2073074
2335,Nagaland,2018,2,Peer-to-peer payments,20099,140193107.69683594,2018-01-01,0.679,2073074
2336,Nagaland,2018,2,Merchant payments,1529,2293935.490835924,2018-01-01,0.679,2073074
2337,Nagaland,2018,2,Financial Services,379,153458.5231626137,2018-01-01,0.679,2073074
2338,Nagaland,2018,2,Others,1633,1545608.465487119,2018-01-01,0.679,2073074
2339,Nagaland,2018,1,Recharge & bill payments,28198,5361675.549623315,2018-01-01,0.679,2073074
2340,Nagaland,2018,1,Peer-to-peer payments,11631,69830122.02063876,2018-01-01,0.679,2073074
2341,Nagaland,2018,1,Merchant payments,822,1170667.4151649117,2018-01-01,0.679,2073074
2342,Nagaland,2018,1,Financial Services,399,299016.7345620737,2018-01-01,0.679,2073074
2343,Nagaland,2018,1,Others,1795,1344409.3661360394,2018-01-01,0.679,2073074
2344,Nagaland,2018,4,Recharge & bill payments,72881,16615511.42043031,2018-01-01,0.679,2073074
2345,Nagaland,2018,4,Peer-to-peer payments,53723,358926253.43094724,2018-01-01,0.679,2073074
2346,Nagaland,2018,4,Merchant payments,10350,10500634.794542974,2018-01-01,0.679,2073074
2347,Nagaland,2018,4,Financial Services,587,216127.40846239947,2018-01-01,0.679,2073074
2348,Nagaland,2018,4,Others,1792,1754940.4912408509,2018-01-01,0.679,2073074
2349,Nagaland,2020,3,Recharge & bill payments,347494,91214897.18744522,2020-01-01,0.679,2073074
2350,Nagaland,2020,3,Peer-to-peer payments,330638,1851638119.539822,2020-01-01,0.679,2073074
2351,Nagaland,2020,3,Merchant payments,51912,62568884.13216571,2020-01-01,0.679,2073074
2352,Nagaland,2020,3,Financial Services,2544,2136903.0242114514,2020-01-01,0.679,2073074
2353,Nagaland,2020,3,Others,3731,2090339.2711506593,2020-01-01,0.679,2073074
2354,Nagaland,2020,2,Recharge & bill payments,328269,85264116.11779374,2020-01-01,0.679,2073074
2355,Nagaland,2020,2,Peer-to-peer payments,166866,1025000209.9574311,2020-01-01,0.679,2073074
2356,Nagaland,2020,2,Merchant payments,20004,25214703.910237495,2020-01-01,0.679,2073074
2357,Nagaland,2020,2,Financial Services,860,989239.9671938312,2020-01-01,0.679,2073074
2358,Nagaland,2020,2,Others,1567,1206234.3951445608,2020-01-01,0.679,2073074
2359,Nagaland,2020,1,Recharge & bill payments,221741,53662023.32016543,2020-01-01,0.679,2073074
2360,Nagaland,2020,1,Peer-to-peer payments,135966,821508819.5893908,2020-01-01,0.679,2073074
2361,Nagaland,2020,1,Merchant payments,18249,17663339.36989499,2020-01-01,0.679,2073074
2362,Nagaland,2020,1,Financial Services,528,215066.78349539996,2020-01-01,0.679,2073074
2363,Nagaland,2020,1,Others,1567,1730779.6714233835,2020-01-01,0.679,2073074
2364,Nagaland,2020,4,Peer-to-peer payments,417393,2563827858.0487146,2020-01-01,0.679,2073074
2365,Nagaland,2020,4,Recharge & bill payments,335297,91929581.87730268,2020-01-01,0.679,2073074
2366,Nagaland,2020,4,Merchant payments,90496,113115660.17405558,2020-01-01,0.679,2073074
2367,Nagaland,2020,4,Financial Services,1068,1017278.309874404,2020-01-01,0.679,2073074
2368,Nagaland,2020,4,Others,3571,3194492.1527384534,2020-01-01,0.679,2073074
2369,Nagaland,2022,1,Peer-to-peer payments,963378,4798355631.574022,2022-01-01,0.679,2073074
2370,Nagaland,2022,1,Recharge & bill payments,529038,175942440.62210858,2022-01-01,0.679,2073074
2371,Nagaland,2022,1,Merchant payments,425336,563650239.9471383,2022-01-01,0.679,2073074
2372,Nagaland,2022,1,Financial Services,2022,2503998.824974763,2022-01-01,0.679,2073074
2373,Nagaland,2022,1,Others,6178,4499397.927512417,2022-01-01,0.679,2073074
2374,Jharkhand,2019,3,Peer-to-peer payments,5708187,19050145624.077984,2019-01-01,0.599,40100376
2375,Jharkhand,2019,3,Merchant payments,4766457,1494546030.8330803,2019-01-01,0.599,40100376
2376,Jharkhand,2019,3,Recharge & bill payments,3527625,754845093.6112013,2019-01-01,0.599,40100376
2377,Jharkhand,2019,3,Financial Services,103620,80276391.6477037,2019-01-01,0.599,40100376
2378,Jharkhand,2019,3,Others,114758,86160853.1891717,2019-01-01,0.599,40100376
2379,Jharkhand,2019,2,Peer-to-peer payments,5155937,17044444613.808352,2019-01-01,0.599,40100376
2380,Jharkhand,2019,2,Recharge & bill payments,2734377,562210324.8161657,2019-01-01,0.599,40100376
2381,Jharkhand,2019,2,Merchant payments,2049311,862186711.5217196,2019-01-01,0.599,40100376
2382,Jharkhand,2019,2,Financial Services,67479,51588987.16245511,2019-01-01,0.599,40100376
2383,Jharkhand,2019,2,Others,121107,102270668.23762833,2019-01-01,0.599,40100376
2384,Jharkhand,2019,1,Peer-to-peer payments,5952105,12664709652.347084,2019-01-01,0.599,40100376
2385,Jharkhand,2019,1,Recharge & bill payments,2347079,440323945.0577217,2019-01-01,0.599,40100376
2386,Jharkhand,2019,1,Merchant payments,892826,391616776.11217976,2019-01-01,0.599,40100376
2387,Jharkhand,2019,1,Financial Services,105558,47227410.81132864,2019-01-01,0.599,40100376
2388,Jharkhand,2019,1,Others,90140,83358664.9497917,2019-01-01,0.599,40100376
2389,Jharkhand,2019,4,Peer-to-peer payments,10301226,25360155657.218044,2019-01-01,0.599,40100376
2390,Jharkhand,2019,4,Recharge & bill payments,4390094,966539484.5717083,2019-01-01,0.599,40100376
2391,Jharkhand,2019,4,Merchant payments,3359590,1725990595.6016066,2019-01-01,0.599,40100376
2392,Jharkhand,2019,4,Financial Services,104630,45850806.127185926,2019-01-01,0.599,40100376
2393,Jharkhand,2019,4,Others,93078,49211833.15857271,2019-01-01,0.599,40100376
2394,Jharkhand,2021,3,Peer-to-peer payments,30113326,97742557031.75543,2021-01-01,0.599,40100376
2395,Jharkhand,2021,3,Merchant payments,29687162,19954619973.19194,2021-01-01,0.599,40100376
2396,Jharkhand,2021,3,Recharge & bill payments,10742405,4029136911.757236,2021-01-01,0.599,40100376
2397,Jharkhand,2021,3,Financial Services,51289,65035270.30823113,2021-01-01,0.599,40100376
2398,Jharkhand,2021,3,Others,201520,99665931.8402131,2021-01-01,0.599,40100376
2399,Jharkhand,2021,2,Peer-to-peer payments,24184568,86037113965.37598,2021-01-01,0.599,40100376
2400,Jharkhand,2021,2,Merchant payments,19041292,14731458451.37311,2021-01-01,0.599,40100376
2401,Jharkhand,2021,2,Recharge & bill payments,10583445,3531023352.488878,2021-01-01,0.599,40100376
2402,Jharkhand,2021,2,Financial Services,54379,57959229.95440879,2021-01-01,0.599,40100376
2403,Jharkhand,2021,2,Others,138461,75088312.26558907,2021-01-01,0.599,40100376
2404,Jharkhand,2021,1,Peer-to-peer payments,19151083,69198235576.72797,2021-01-01,0.599,40100376
2405,Jharkhand,2021,1,Merchant payments,17489113,11545580927.24733,2021-01-01,0.599,40100376
2406,Jharkhand,2021,1,Recharge & bill payments,7826608,2888409672.132301,2021-01-01,0.599,40100376
2407,Jharkhand,2021,1,Financial Services,50526,54836609.32711602,2021-01-01,0.599,40100376
2408,Jharkhand,2021,1,Others,104333,62290337.70487929,2021-01-01,0.599,40100376
2409,Jharkhand,2021,4,Merchant payments,45007900,30397134744.16734,2021-01-01,0.599,40100376
2410,Jharkhand,2021,4,Peer-to-peer payments,39476282,130461675107.99458,2021-01-01,0.599,40100376
2411,Jharkhand,2021,4,Recharge & bill payments,11173974,4920513757.583611,2021-01-01,0.599,40100376
2412,Jharkhand,2021,4,Financial Services,72802,82938673.40787342,2021-01-01,0.599,40100376
2413,Jharkhand,2021,4,Others,278084,154856720.55251962,2021-01-01,0.599,40100376
2414,Jharkhand,2018,3,Peer-to-peer payments,6003688,8142915751.203348,2018-01-01,0.599,40100376
2415,Jharkhand,2018,3,Recharge & bill payments,1539476,256930062.20347697,2018-01-01,0.599,40100376
2416,Jharkhand,2018,3,Merchant payments,287427,155059935.04035243,2018-01-01,0.599,40100376
2417,Jharkhand,2018,3,Financial Services,216343,38182603.57787939,2018-01-01,0.599,40100376
2418,Jharkhand,2018,3,Others,75687,68483065.67956133,2018-01-01,0.599,40100376
2419,Jharkhand,2018,2,Recharge & bill payments,1398777,208894647.78855115,2018-01-01,0.599,40100376
2420,Jharkhand,2018,2,Peer-to-peer payments,1375872,4205862516.777491,2018-01-01,0.599,40100376
2421,Jharkhand,2018,2,Financial Services,160637,65554548.24621317,2018-01-01,0.599,40100376
2422,Jharkhand,2018,2,Merchant payments,130339,138889079.16124776,2018-01-01,0.599,40100376
2423,Jharkhand,2018,2,Others,86455,102374867.08935027,2018-01-01,0.599,40100376
2424,Jharkhand,2018,1,Recharge & bill payments,1095857,132181815.28422523,2018-01-01,0.599,40100376
2425,Jharkhand,2018,1,Peer-to-peer payments,809459,2036315435.6551185,2018-01-01,0.599,40100376
2426,Jharkhand,2018,1,Financial Services,107755,45483178.104925826,2018-01-01,0.599,40100376
2427,Jharkhand,2018,1,Merchant payments,66299,66465337.511485815,2018-01-01,0.599,40100376
2428,Jharkhand,2018,1,Others,99551,93740623.36363094,2018-01-01,0.599,40100376
2429,Jharkhand,2018,4,Peer-to-peer payments,3325473,9414019816.80093,2018-01-01,0.599,40100376
2430,Jharkhand,2018,4,Recharge & bill payments,1885135,328077093.4784577,2018-01-01,0.599,40100376
2431,Jharkhand,2018,4,Merchant payments,845956,373435992.4816617,2018-01-01,0.599,40100376
2432,Jharkhand,2018,4,Financial Services,136918,36357465.52244099,2018-01-01,0.599,40100376
2433,Jharkhand,2018,4,Others,90561,90026272.83887212,2018-01-01,0.599,40100376
2434,Jharkhand,2020,3,Peer-to-peer payments,11984094,43128110246.27049,2020-01-01,0.599,40100376
2435,Jharkhand,2020,3,Merchant payments,7728846,5163578368.000801,2020-01-01,0.599,40100376
2436,Jharkhand,2020,3,Recharge & bill payments,7211293,2217657034.9022017,2020-01-01,0.599,40100376
2437,Jharkhand,2020,3,Financial Services,56918,63233533.18627854,2020-01-01,0.599,40100376
2438,Jharkhand,2020,3,Others,87322,50036637.653871216,2020-01-01,0.599,40100376
2439,Jharkhand,2020,2,Peer-to-peer payments,8724053,32662370316.521744,2020-01-01,0.599,40100376
2440,Jharkhand,2020,2,Recharge & bill payments,7538593,1987320466.8540502,2020-01-01,0.599,40100376
2441,Jharkhand,2020,2,Merchant payments,3753633,2662438204.2556615,2020-01-01,0.599,40100376
2442,Jharkhand,2020,2,Financial Services,56553,130249402.00867195,2020-01-01,0.599,40100376
2443,Jharkhand,2020,2,Others,68679,43823586.28346999,2020-01-01,0.599,40100376
2444,Jharkhand,2020,1,Peer-to-peer payments,8196850,29875044416.372463,2020-01-01,0.599,40100376
2445,Jharkhand,2020,1,Recharge & bill payments,5454093,1358517296.9653778,2020-01-01,0.599,40100376
2446,Jharkhand,2020,1,Merchant payments,4499942,2298726414.666834,2020-01-01,0.599,40100376
2447,Jharkhand,2020,1,Financial Services,46483,31523887.510064334,2020-01-01,0.599,40100376
2448,Jharkhand,2020,1,Others,85345,47420137.7540625,2020-01-01,0.599,40100376
2449,Jharkhand,2020,4,Peer-to-peer payments,17120664,60733288288.10599,2020-01-01,0.599,40100376
2450,Jharkhand,2020,4,Merchant payments,14168381,9347677563.842455,2020-01-01,0.599,40100376
2451,Jharkhand,2020,4,Recharge & bill payments,7945996,2582828438.736846,2020-01-01,0.599,40100376
2452,Jharkhand,2020,4,Financial Services,60989,63947540.001266286,2020-01-01,0.599,40100376
2453,Jharkhand,2020,4,Others,135603,77432999.35699823,2020-01-01,0.599,40100376
2454,Jharkhand,2022,1,Merchant payments,53218047,35404682302.81973,2022-01-01,0.599,40100376
2455,Jharkhand,2022,1,Peer-to-peer payments,45881799,153327336656.7779,2022-01-01,0.599,40100376
2456,Jharkhand,2022,1,Recharge & bill payments,11502811,5765898871.819412,2022-01-01,0.599,40100376
2457,Jharkhand,2022,1,Financial Services,67502,72095750.37612481,2022-01-01,0.599,40100376
2458,Jharkhand,2022,1,Others,241051,130193505.37404194,2022-01-01,0.599,40100376
2459,Odisha,2019,3,Peer-to-peer payments,18490877,51447586885.48035,2019-01-01,0.606,47099270
2460,Odisha,2019,3,Merchant payments,13984738,3895753253.334454,2019-01-01,0.606,47099270
2461,Odisha,2019,3,Recharge & bill payments,8565917,1806123698.4609375,2019-01-01,0.606,47099270
2462,Odisha,2019,3,Financial Services,195034,31079934.758642014,2019-01-01,0.606,47099270
2463,Odisha,2019,3,Others,185706,124033587.18883926,2019-01-01,0.606,47099270
2464,Odisha,2019,2,Peer-to-peer payments,16455353,41423292021.956635,2019-01-01,0.606,47099270
2465,Odisha,2019,2,Recharge & bill payments,7845252,1506620072.6624596,2019-01-01,0.606,47099270
2466,Odisha,2019,2,Merchant payments,4827067,1664621261.2600245,2019-01-01,0.606,47099270
2467,Odisha,2019,2,Financial Services,202705,20424212.30787918,2019-01-01,0.606,47099270
2468,Odisha,2019,2,Others,181647,139897303.4868461,2019-01-01,0.606,47099270
2469,Odisha,2019,1,Peer-to-peer payments,24117274,33342321630.613514,2019-01-01,0.606,47099270
2470,Odisha,2019,1,Recharge & bill payments,6713747,1120730273.3482153,2019-01-01,0.606,47099270
2471,Odisha,2019,1,Merchant payments,2690762,821493664.580642,2019-01-01,0.606,47099270
2472,Odisha,2019,1,Financial Services,375910,34542738.889085874,2019-01-01,0.606,47099270
2473,Odisha,2019,1,Others,134249,108039623.26819064,2019-01-01,0.606,47099270
2474,Odisha,2019,4,Peer-to-peer payments,43284477,72966050937.29504,2019-01-01,0.606,47099270
2475,Odisha,2019,4,Recharge & bill payments,10629461,2290841668.304525,2019-01-01,0.606,47099270
2476,Odisha,2019,4,Merchant payments,10601703,4395710870.154251,2019-01-01,0.606,47099270
2477,Odisha,2019,4,Financial Services,323887,38782542.04589868,2019-01-01,0.606,47099270
2478,Odisha,2019,4,Others,156105,77987614.2508337,2019-01-01,0.606,47099270
2479,Odisha,2021,3,Peer-to-peer payments,85728576,251150860524.22568,2021-01-01,0.606,47099270
2480,Odisha,2021,3,Merchant payments,64268830,43316348173.18004,2021-01-01,0.606,47099270
2481,Odisha,2021,3,Recharge & bill payments,26943670,9025674783.404198,2021-01-01,0.606,47099270
2482,Odisha,2021,3,Financial Services,97213,112383446.87807697,2021-01-01,0.606,47099270
2483,Odisha,2021,3,Others,324385,175452005.353413,2021-01-01,0.606,47099270
2484,Odisha,2021,2,Peer-to-peer payments,66929109,208405882369.0544,2021-01-01,0.606,47099270
2485,Odisha,2021,2,Merchant payments,39402607,29208847674.89984,2021-01-01,0.606,47099270
2486,Odisha,2021,2,Recharge & bill payments,25183699,8024323050.14009,2021-01-01,0.606,47099270
2487,Odisha,2021,2,Financial Services,102474,102761986.97553992,2021-01-01,0.606,47099270
2488,Odisha,2021,2,Others,206448,122302396.20450994,2021-01-01,0.606,47099270
2489,Odisha,2021,1,Peer-to-peer payments,54417515,181450436291.91052,2021-01-01,0.606,47099270
2490,Odisha,2021,1,Merchant payments,38180718,25201936762.205833,2021-01-01,0.606,47099270
2491,Odisha,2021,1,Recharge & bill payments,18633830,6552605937.545543,2021-01-01,0.606,47099270
2492,Odisha,2021,1,Financial Services,87263,95064023.94844367,2021-01-01,0.606,47099270
2493,Odisha,2021,1,Others,141032,97693172.7305285,2021-01-01,0.606,47099270
2494,Odisha,2021,4,Peer-to-peer payments,107560893,310704112799.8908,2021-01-01,0.606,47099270
2495,Odisha,2021,4,Merchant payments,99512650,63383870318.30179,2021-01-01,0.606,47099270
2496,Odisha,2021,4,Recharge & bill payments,26302130,10728834440.697895,2021-01-01,0.606,47099270
2497,Odisha,2021,4,Financial Services,133004,147526652.49426866,2021-01-01,0.606,47099270
2498,Odisha,2021,4,Others,416689,286705478.5345538,2021-01-01,0.606,47099270
2499,Odisha,2018,3,Peer-to-peer payments,24472139,22029087498.562176,2018-01-01,0.606,47099270
2500,Odisha,2018,3,Recharge & bill payments,3886392,605721781.5285043,2018-01-01,0.606,47099270
2501,Odisha,2018,3,Financial Services,836547,97292154.49117658,2018-01-01,0.606,47099270
2502,Odisha,2018,3,Merchant payments,729995,275532813.41930753,2018-01-01,0.606,47099270
2503,Odisha,2018,3,Others,127082,86881527.58366849,2018-01-01,0.606,47099270
2504,Odisha,2018,2,Peer-to-peer payments,3989202,7621288195.565702,2018-01-01,0.606,47099270
2505,Odisha,2018,2,Recharge & bill payments,3307545,482823290.3527084,2018-01-01,0.606,47099270
2506,Odisha,2018,2,Financial Services,472304,67829259.91787937,2018-01-01,0.606,47099270
2507,Odisha,2018,2,Merchant payments,257628,213530873.3537121,2018-01-01,0.606,47099270
2508,Odisha,2018,2,Others,131465,102838720.42969128,2018-01-01,0.606,47099270
2509,Odisha,2018,1,Recharge & bill payments,2874109,331254466.1508661,2018-01-01,0.606,47099270
2510,Odisha,2018,1,Peer-to-peer payments,2305610,4033548999.1932316,2018-01-01,0.606,47099270
2511,Odisha,2018,1,Financial Services,323352,58099674.94576137,2018-01-01,0.606,47099270
2512,Odisha,2018,1,Merchant payments,129659,112301341.66618621,2018-01-01,0.606,47099270
2513,Odisha,2018,1,Others,177091,92427728.93143727,2018-01-01,0.606,47099270
2514,Odisha,2018,4,Peer-to-peer payments,12285028,21804268077.596016,2018-01-01,0.606,47099270
2515,Odisha,2018,4,Recharge & bill payments,5142124,773017649.5916129,2018-01-01,0.606,47099270
2516,Odisha,2018,4,Merchant payments,3061813,682181415.8729985,2018-01-01,0.606,47099270
2517,Odisha,2018,4,Financial Services,495495,55534399.30905172,2018-01-01,0.606,47099270
2518,Odisha,2018,4,Others,158338,114868029.19162312,2018-01-01,0.606,47099270
2519,Odisha,2020,3,Peer-to-peer payments,34182172,107064668710.39911,2020-01-01,0.606,47099270
2520,Odisha,2020,3,Recharge & bill payments,17126851,5015719823.514479,2020-01-01,0.606,47099270
2521,Odisha,2020,3,Merchant payments,14519265,10242496366.436386,2020-01-01,0.606,47099270
2522,Odisha,2020,3,Financial Services,90736,84971747.75755268,2020-01-01,0.606,47099270
2523,Odisha,2020,3,Others,114805,56087156.18513397,2020-01-01,0.606,47099270
2524,Odisha,2020,2,Peer-to-peer payments,24520938,80990080777.89252,2020-01-01,0.606,47099270
2525,Odisha,2020,2,Recharge & bill payments,17040333,4551061364.34481,2020-01-01,0.606,47099270
2526,Odisha,2020,2,Merchant payments,8313965,6092753944.948116,2020-01-01,0.606,47099270
2527,Odisha,2020,2,Financial Services,66787,50322080.338512495,2020-01-01,0.606,47099270
2528,Odisha,2020,2,Others,86553,48818444.57258892,2020-01-01,0.606,47099270
2529,Odisha,2020,1,Peer-to-peer payments,27110930,82863844732.4941,2020-01-01,0.606,47099270
2530,Odisha,2020,1,Merchant payments,13269709,5738217250.062569,2020-01-01,0.606,47099270
2531,Odisha,2020,1,Recharge & bill payments,13083524,3253609732.8992968,2020-01-01,0.606,47099270
2532,Odisha,2020,1,Financial Services,84037,27641460.905009564,2020-01-01,0.606,47099270
2533,Odisha,2020,1,Others,134107,73485022.97217913,2020-01-01,0.606,47099270
2534,Odisha,2020,4,Peer-to-peer payments,47588728,153208735347.1269,2020-01-01,0.606,47099270
2535,Odisha,2020,4,Merchant payments,27124765,19347472702.804092,2020-01-01,0.606,47099270
2536,Odisha,2020,4,Recharge & bill payments,17318073,5532179002.002789,2020-01-01,0.606,47099270
2537,Odisha,2020,4,Financial Services,106189,104419909.66526456,2020-01-01,0.606,47099270
2538,Odisha,2020,4,Others,187195,109856053.01820508,2020-01-01,0.606,47099270
2539,Odisha,2022,1,Peer-to-peer payments,118999900,364447461107.48627,2022-01-01,0.606,47099270
2540,Odisha,2022,1,Merchant payments,118108271,74302051597.7621,2022-01-01,0.606,47099270
2541,Odisha,2022,1,Recharge & bill payments,26083549,12133153536.781809,2022-01-01,0.606,47099270
2542,Odisha,2022,1,Financial Services,102802,118946014.37332995,2022-01-01,0.606,47099270
2543,Odisha,2022,1,Others,338977,225699523.4203592,2022-01-01,0.606,47099270
2544,Puducherry,2019,3,Peer-to-peer payments,394866,1316118199.672093,2019-01-01,0.74,1646050
2545,Puducherry,2019,3,Recharge & bill payments,158483,57003044.29549825,2019-01-01,0.74,1646050
2546,Puducherry,2019,3,Merchant payments,156137,82601335.47825414,2019-01-01,0.74,1646050
2547,Puducherry,2019,3,Financial Services,1090,528680.8975952889,2019-01-01,0.74,1646050
2548,Puducherry,2019,3,Others,6250,4457097.111970215,2019-01-01,0.74,1646050
